Journal Report 1 (R4)	Number of Successful Full-Text Article Requests by Month and Journal																				
Universität Regensburg																					
2000374973																					
Period covered by Report:																					
2014-01-01 to 2014-12-31																					
Date run:																					
2015-03-17																					
Journal	Publisher	Platform	Journal DOI	Proprietary Identifier	Print ISSN	Online ISSN	Reporting Period Total	Reporting Period HTML	Reporting Period PDF	Jan-2014	Feb-2014	Mar-2014	Apr-2014	May-2014	Jun-2014	Jul-2014	Aug-2014	Sep-2014	Oct-2014	Nov-2014	Dec-2014
Applied Categorical Structures	Springer	SpringerLink	10.1007/10485.1572-9095	10485	0927-2852	1572-9095	7	0	4	0	4	0	0	2	1	0	0	0	0	0	0
Applied Composite Materials	Springer	SpringerLink	10.1007/10443.1573-4897	10443	0929-189X	1573-4897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Applied Entomology and Zoology	Springer	SpringerLink	10.1007/13355.1347-605X	13355	0003-6862	1347-605X	3	0	2	0	0	0	0	0	0	1	2	0	0	0	0
Applied Geomatics	Springer	SpringerLink	10.1007/12518.1866-928X	12518	1866-9298	1866-928X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Applied Geophysics	Springer	SpringerLink	10.1007/11770.1993-0658	11770	1672-7975	1993-0658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Applied Health Economics and Health Policy	Springer	SpringerLink	10.1007/40258.1179-1896	40258	1175-5652	1179-1896	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0
Applied Informatics	Springer	SpringerLink		40535		2196-0089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Applied Intelligence	Springer	SpringerLink	10.1007/10489.1573-7497	10489	0924-669X	1573-7497	7	0	5	1	1	2	0	2	0	1	0	0	0	0	0
Applied Magnetic Resonance	Springer	SpringerLink	10.1007/723.1613-7507	723	0937-9347	1613-7507	5	0	3	0	1	0	1	0	0	0	2	0	1	0	0
Applied Mathematics & Optimization	Springer	SpringerLink	10.1007/245.1432-0606	245	0095-4616	1432-0606	43	2	22	4	8	6	4	6	4	3	0	2	3	3	0
Applied Mathematics and Mechanics	Springer	SpringerLink	10.1007/10483.1573-2754	10483	0253-4827	1573-2754	4	0	1	0	0	0	2	0	0	2	0	0	0	0	0
Applied Mathematics-A Journal of Chinese Universities	Springer	SpringerLink	10.1007/11766.1993-0445	11766	1005-1031	1993-0445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Applied Microbiology and Biotechnology	Springer	SpringerLink	10.1007/253.1432-0614	253	0175-7598	1432-0614	171	8	128	24	11	21	15	9	17	20	8	7	11	18	10
Applied Nanoscience	Springer	SpringerLink	10.1007/13204.2190-5517	13204	2190-5509	2190-5517	13	0	4	1	1	0	0	0	3	2	0	0	0	1	5
Applied Petrochemical Research	Springer	SpringerLink	10.1007/13203.2190-5533	13203	2190-5525	2190-5533	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Applied Physics A	Springer	SpringerLink	10.1007/339.1432-0630	339	0947-8396	1432-0630	173	1	104	12	15	24	10	21	9	11	10	15	18	11	17
Applied Physics B	Springer	SpringerLink	10.1007/340.1432-0649	340	0946-2171	1432-0649	101	0	71	11	10	10	7	4	11	6	10	6	8	14	4
Applied Psychophysiology and Biofeedback	Springer	SpringerLink	10.1007/10484.1573-3270	10484	1090-0586	1573-3270	77	2	56	7	4	8	0	1	0	3	1	8	7	1	37
Applied Research in Quality of Life	Springer	SpringerLink	10.1007/11482.1871-2576	11482	1871-2584	1871-2576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Applied Scientific Research, Section B	Springer	SpringerLink		12380	0365-7140		3	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Applied Solar Energy	Springer	SpringerLink		11949	0003-701X	1934-9424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Applied Spatial Analysis and Policy	Springer	SpringerLink	10.1007/12061.1874-4621	12061	1874-463X	1874-4621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Applied Water Science	Springer	SpringerLink	10.1007/13201.2190-5495	13201	2190-5487	2190-5495	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0
Aquaculture International	Springer	SpringerLink	10.1007/10499.1573-143X	10499	0967-6120	1573-143X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquarium Sciences and Conservation	Springer	SpringerLink		10507	1357-5325	1573-1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquatic Biosystems	Springer	SpringerLink		12999		2046-9063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquatic Ecology	Springer	SpringerLink	10.1007/10452.1573-5125	10452	1386-2588	1573-5125	9	1	5	2	0	1	0	3	1	2	0	0	0	0	0
Aquatic Geochemistry	Springer	SpringerLink	10.1007/10498.1573-1421	10498	1380-6165	1573-1421	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Aquatic Sciences	Springer	SpringerLink	10.1007/27.1420-9055	27	1015-1621	1420-9055	15	0	9	0	2	1	0	4	1	2	2	1	1	1	0
Arabian Journal for Science and Engineering	Springer	SpringerLink	10.1007/13369.2191-4281	13369	1319-8025	2191-4281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arabian Journal of Geosciences	Springer	SpringerLink	10.1007/12517.1866-7538	12517	1866-7511	1866-7538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arabian Journal of Mathematics	Springer	SpringerLink	10.1007/40065.2193-5351	40065	2193-5343	2193-5351	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0
Archaeological and Anthropological Sciences	Springer	SpringerLink	10.1007/12520.1866-9565	12520	1866-9557	1866-9565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaeologies	Springer	SpringerLink	10.1007/11759.1935-3987	11759	1555-8622	1935-3987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaeology, Ethnology and Anthropology of Eurasia	Springer	SpringerLink		11473	1563-0110	1531-832X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archiv der Mathematik	Springer	SpringerLink	10.1007/13.1420-8938	13	0003-889X	1420-8938	57	0	42	6	4	2	2	9	3	6	7	2	3	9	4
Archiv für mikroskopische Anatomie	Springer	SpringerLink		12361	0176-7364		25	0	13	3	3	3	5	1	0	0	0	6	0	1	3
Archival Science	Springer	SpringerLink	10.1007/10502.1573-7519	10502	1389-0166	1573-7519	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0
Archive for History of Exact Sciences	Springer	SpringerLink	10.1007/407.1432-0657	407	0003-9519	1432-0657	11	0	6	3	2	0	1	1	0	2	0	0	1	1	0
Archive for Mathematical Logic	Springer	SpringerLink	10.1007/153.1432-0665	153	0933-5846	1432-0665	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Archive for Rational Mechanics and Analysis	Springer	SpringerLink	10.1007/205.1432-0673	205	0003-9527	1432-0673	144	0	103	19	13	17	12	2	9	4	6	13	9	31	9
Archive of Applied Mechanics	Springer	SpringerLink	10.1007/419.1432-0681	419	0939-1533	1432-0681	10	0	5	3	0	1	0	0	1	0	1	1	2	1	0
Archives and Museum Informatics	Springer	SpringerLink		10505	1042-1467	1573-7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archives of Computational Methods in Engineering	Springer	SpringerLink	10.1007/11831.1886-1784	11831	1134-3060	1886-1784	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Archives of Dermatological Research	Springer	SpringerLink	10.1007/403.1432-069X	403	0340-3696	1432-069X	165	16	111	11	12	49	8	0	14	11	14	20	11	9	6
Archives of Environmental Contamination and Toxicology	Springer	SpringerLink	10.1007/244.1432-0703	244	0090-4341	1432-0703	14	0	6	0	0	3	0	9	1	0	0	0	0	1	0
Archives of Gynecology and Obstetrics	Springer	SpringerLink	10.1007/404.1432-0711	404	0932-0067	1432-0711	135	4	107	12	22	8	7	17	11	15	7	8	5	13	10
Archives of Microbiology	Springer	SpringerLink	10.1007/203.1432-072X	203	0302-8933	1432-072X	226	22	102	16	33	32	24	18	7	12	16	17	14	27	10
Archives of Orthopaedic and Trauma Surgery	Springer	SpringerLink	10.1007/402.1434-3916	402	0936-8051	1434-3916	227	13	167	23	16	17	19	19	12	27	28	14	16	25	11
Archives of Osteoporosis	Springer	SpringerLink	10.1007/11657.1862-3514	11657	1862-3522	1862-3514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archives of Pharmacal Research	Springer	SpringerLink	10.1007/12272.1976-3786	12272	0253-6269	1976-3786	23	0	12	2	4	1	4	0	1	0	0	4	2	5	0
Archives of Public Health	Springer	SpringerLink		13690		2049-3258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archives of Sexual Behavior	Springer	SpringerLink	10.1007/10508.1573-2800	10508	0004-0002	1573-2800	197	5	138	14	11	14	42	13	10	9	22	24	9	22	7
Archives of Suicide Research	Springer	SpringerLink		10510	1381-1118	1573-8159	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Archives of Toxicology	Springer	SpringerLink	10.1007/204.1432-0738	204	0340-5761	1432-0738	77	5	48	5	5	5	6	8	6	8	6	7	6	10	5
Archives of Virology	Springer	SpringerLink	10.1007/705.1432-8798	705	0304-8608	1432-8798	36	1	28	8	4	3	1	1	3	0	2	8	2	3	1
Archives of Women's Mental Health	Springer	SpringerLink	10.1007/737.1435-1102	737	1434-1816	1435-1102	50	1	40	2	3	1	0	29	0	7	2	3	1	1	1
Archivio di Ortopedia e Reumatologia	Springer	SpringerLink	10.1007/10261.1592-7113	10261	0390-7368	1592-7113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archivum Immunologiae et Therapiae Experimentalis	Springer	SpringerLink	10.1007/5.1661-4917	5	0004-069X	1661-4917	44	4	35	3	2	7	2	3	3	3	2	7	7	1	4
ArgoSpine News & Journal	Springer	SpringerLink		12240	1957-7729	1957-7737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Argumentation	Springer	SpringerLink	10.1007/10503.1572-8374	10503	0920-427X	1572-8374	31	1	24	0	0	9	4	1	14	0	0	0	2	1	0
Arid Ecosystems	Springer	SpringerLink	10.1134/13330.2079-0988	13330	2079-0961	2079-0988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arkiv för Matematik	Springer	SpringerLink	10.1007/11512.1871-2487	11512	0004-2080	1871-2487	14	0	6	1	1	0	0	1	0	1	1	4	2	3	0
Arnold Mathematical Journal	Springer	SpringerLink		40598	2199-6792	2199-6806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthritis Research & Therapy	Springer	SpringerLink		13075		1478-6354	14	2	6	0	9	1	0	2	1	0	0	0	1	0	0
Arthropod-Plant Interactions	Springer	SpringerLink	10.1007/11829.1872-8847	11829	1872-8855	1872-8847	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Arthroskopie	Springer	SpringerLink	10.1007/142.1434-3924	142	0933-7946	1434-3924	89	9	69	0	10	1	12	7	3	1	23	11	15	6	0
Artificial Intelligence Review	Springer	SpringerLink	10.1007/10462.1573-7462	10462	0269-2821	1573-7462	22	0	12	4	5	3	0	0	1	1	2	1	1	4	0
Artificial Intelligence and Law	Springer	SpringerLink	10.1007/10506.1572-8382	10506	0924-8463	1572-8382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Artificial Life and Robotics	Springer	SpringerLink	10.1007/10015.1614-7456	10015	1433-5298	1614-7456	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0
Asia Europe Journal	Springer	SpringerLink	10.1007/10308.1612-1031	10308	1610-2932	1612-1031	11	0	9	2	0	4	0	0	0	2	0	1	0	2	0
Asia Pacific Education Review	Springer	SpringerLink	10.1007/12564.1876-407X	12564	1598-1037	1876-407X	5	0	3	0	0	0	2	0	0	0	1	0	0	0	2
Asia Pacific Family Medicine	Springer	SpringerLink		12930		1447-056X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asia Pacific Journal of Management	Springer	SpringerLink	10.1007/10490.1572-9958	10490	0217-4561	1572-9958	51	7	23	7	6	7	5	7	7	1	1	0	1	4	5
Asia Pacific Journal on Computational Engineering	Springer	SpringerLink		40540		2196-1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asia-Pacific Financial Markets	Springer	SpringerLink	10.1007/10690.1573-6946	10690	1387-2834	1573-6946	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0
Asia-Pacific Journal of Atmospheric Sciences	Springer	SpringerLink	10.1007/13143.1976-7951	13143	1976-7633	1976-7951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asia-Pacific Journal of Innovation in Hospitality and Tourism (APJIHT)	Springer	SpringerLink		40930		2289-1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asian Journal of Business Ethics	Springer	SpringerLink	10.1007/13520.2210-6731	13520	2210-6723	2210-6731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asian Journal of Criminology	Springer	SpringerLink	10.1007/11417.1871-014X	11417	1871-0131	1871-014X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asian Journal of Gambling Issues and Public Health	Springer	SpringerLink	10.1007/40405.2195-3007	40405		2195-3007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astronomy Letters	Springer	SpringerLink	10.1134/11443.1562-6873	11443	1063-7737	1562-6873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astronomy Reports	Springer	SpringerLink	10.1134/11444.1562-6881	11444	1063-7729	1562-6881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astrophysical Bulletin	Springer	SpringerLink	10.1134/11755.1990-3421	11755	1990-3413	1990-3421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astrophysics	Springer	SpringerLink	10.1007/10511.1573-8191	10511	0571-7256	1573-8191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astrophysics and Space Science	Springer	SpringerLink	10.1007/10509.1572-946X	10509	0004-640X	1572-946X	5	0	1	0	0	1	1	0	1	0	0	0	0	0	2
Atlantic Economic Journal	Springer	SpringerLink	10.1007/11293.1573-9678	11293	0197-4254	1573-9678	26	0	17	6	0	1	1	9	0	3	1	1	0	2	2
Atmospheric and Oceanic Optics	Springer	SpringerLink	10.1134/12605.2070-0393	12605	1024-8560	2070-0393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atomic Energy	Springer	SpringerLink	10.1007/10512.1573-8205	10512	1063-4258	1573-8205	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Attention, Perception, & Psychophysics	Springer	SpringerLink		13414	1943-3921	1943-393X	290	9	163	26	21	37	21	37	31	6	16	20	27	27	21
Australasian Physical & Engineering Sciences in Medicine	Springer	SpringerLink	10.1007/13246.1879-5447	13246	0158-9938	1879-5447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Australasian Plant Disease Notes	Springer	SpringerLink	10.1007/13314.1833-928X	13314		1833-928X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Australasian Plant Pathology	Springer	SpringerLink	10.1007/13313.1448-6032	13313	0815-3191	1448-6032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Auto Tech Review	Springer	SpringerLink		40112	2250-3390		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Autoimmunity Highlights	Springer	SpringerLink	10.1007/13317.2038-3274	13317	2038-0305	2038-3274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Automated Experimentation	Springer	SpringerLink		13097		1759-4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Automated Software Engineering	Springer	SpringerLink	10.1007/10515.1573-7535	10515	0928-8910	1573-7535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Automatic Control and Computer Sciences	Springer	SpringerLink		11950	0146-4116	1558-108X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Automatic Documentation and Mathematical Linguistics	Springer	SpringerLink		11952	0005-1055	1934-8371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Automation and Remote Control	Springer	SpringerLink	10.1134/10513.1608-3032	10513	0005-1179	1608-3032	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0
Automotive Agenda	Springer	SpringerLink		35777	1867-495X	2192-8789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Autonomous Agents and Multi-Agent Systems	Springer	SpringerLink	10.1007/10458.1573-7454	10458	1387-2532	1573-7454	4	0	3	0	0	1	2	1	0	0	0	0	0	0	0
Autonomous Robots	Springer	SpringerLink	10.1007/10514.1573-7527	10514	0929-5593	1573-7527	6	0	4	0	3	0	0	1	0	0	0	1	0	1	0
Avian Research	Springer	SpringerLink		40657		2053-7166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Axiomathes	Springer	SpringerLink	10.1007/10516.1572-8390	10516	1122-1151	1572-8390	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
BHM Berg- und Hüttenmännische Monatshefte	Springer	SpringerLink	10.1007/501.1613-7531	501	0005-8912	1613-7531	13	0	8	0	0	0	1	3	3	3	0	2	0	1	0
BIOspektrum	Springer	SpringerLink	10.1007/12268.1868-6249	12268	0947-0867	1868-6249	4	0	4	1	0	1	0	1	0	0	0	0	0	1	0
BIT Numerical Mathematics	Springer	SpringerLink	10.1007/10543.1572-9125	10543	0006-3835	1572-9125	15	0	6	0	2	0	3	0	2	2	0	2	1	2	1
BMC Anesthesiology	Springer	SpringerLink		12871		1471-2253	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0
BMC Biochemistry	Springer	SpringerLink		12858		1471-2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Bioinformatics	Springer	SpringerLink		12859		1471-2105	33	0	10	7	1	5	4	7	1	1	0	0	1	2	4
BMC Biology	Springer	SpringerLink		12915		1741-7007	4	0	2	0	0	0	0	0	0	4	0	0	0	0	0
BMC Biophysics	Springer	SpringerLink		13628		2046-1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Biotechnology	Springer	SpringerLink		12896		1472-6750	10	1	4	2	0	0	3	1	1	0	0	1	2	0	0
BMC Cancer	Springer	SpringerLink		12885		1471-2407	12	0	2	1	1	0	0	1	1	2	0	1	2	2	1
BMC Cardiovascular Disorders	Springer	SpringerLink		12872		1471-2261	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BMC Cell Biology	Springer	SpringerLink		12860		1471-2121	6	0	2	0	0	3	1	0	0	0	0	0	2	0	0
BMC Chemical Biology	Springer	SpringerLink		12897		1472-6769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Clinical Pathology	Springer	SpringerLink		12907		1472-6890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Clinical Pharmacology	Springer	SpringerLink		12908		1472-6904	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BMC Complementary and Alternative Medicine	Springer	SpringerLink		12906		1472-6882	5	0	3	0	1	0	0	0	2	2	0	0	0	0	0
BMC Dermatology	Springer	SpringerLink		12895		1471-5945	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BMC Developmental Biology	Springer	SpringerLink		12861		1471-213X	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMC Ear, Nose and Throat Disorders	Springer	SpringerLink		12901		1472-6815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Ecology	Springer	SpringerLink		12898		1472-6785	3	0	1	1	0	0	0	0	2	0	0	0	0	0	0
BMC Emergency Medicine	Springer	SpringerLink		12873		1471-227X	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
BMC Endocrine Disorders	Springer	SpringerLink		12902		1472-6823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Evolutionary Biology	Springer	SpringerLink		12862		1471-2148	11	1	4	0	2	1	2	0	2	0	1	0	2	1	0
BMC Family Practice	Springer	SpringerLink		12875		1471-2296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Gastroenterology	Springer	SpringerLink		12876		1471-230X	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0
BMC Genetics	Springer	SpringerLink		12863		1471-2156	8	0	4	0	2	2	4	0	0	0	0	0	0	0	0
BMC Genomics	Springer	SpringerLink		12864		1471-2164	19	2	4	1	0	3	4	3	2	3	0	0	0	3	0
BMC Geriatrics	Springer	SpringerLink		12877		1471-2318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Health Services Research	Springer	SpringerLink		12913		1472-6963	6	1	5	0	0	0	2	0	3	1	0	0	0	0	0
BMC Hematology	Springer	SpringerLink		12878		2052-1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Immunology	Springer	SpringerLink		12865		1471-2172	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0
BMC Infectious Diseases	Springer	SpringerLink		12879		1471-2334	4	0	1	0	1	0	0	0	0	1	0	0	1	1	0
BMC International Health and Human Rights	Springer	SpringerLink		12914		1472-698X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Medical Education	Springer	SpringerLink		12909		1472-6920	6	1	4	2	0	0	3	0	1	0	0	0	0	0	0
BMC Medical Ethics	Springer	SpringerLink		12910		1472-6939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Medical Genetics	Springer	SpringerLink		12881		1471-2350	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0
BMC Medical Genomics	Springer	SpringerLink		12920		1755-8794	4	1	1	0	0	0	0	0	0	3	1	0	0	0	0
BMC Medical Imaging	Springer	SpringerLink		12880		1471-2342	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
BMC Medical Informatics and Decision Making	Springer	SpringerLink		12911		1472-6947	4	0	2	0	0	0	0	0	0	1	0	1	0	0	2
BMC Medical Physics	Springer	SpringerLink		12921		1756-6649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Medical Research Methodology	Springer	SpringerLink		12874		1471-2288	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BMC Medicine	Springer	SpringerLink		12916		1741-7015	7	0	3	0	2	0	0	0	0	0	5	0	0	0	0
BMC Microbiology	Springer	SpringerLink		12866		1471-2180	4	0	2	0	0	0	2	0	0	2	0	0	0	0	0
BMC Molecular Biology	Springer	SpringerLink		12867		1471-2199	5	0	2	0	2	0	3	0	0	0	0	0	0	0	0
BMC Musculoskeletal Disorders	Springer	SpringerLink		12891		1471-2474	14	2	12	0	10	2	1	1	0	0	0	0	0	0	0
BMC Nephrology	Springer	SpringerLink		12882		1471-2369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Neurology	Springer	SpringerLink		12883		1471-2377	3	0	1	0	0	0	0	0	0	2	0	0	0	1	0
BMC Neuroscience	Springer	SpringerLink		12868		1471-2202	13	0	6	0	1	2	4	0	0	3	1	0	1	0	1
BMC Nursing	Springer	SpringerLink		12912		1472-6955	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0
BMC Obesity	Springer	SpringerLink		40608		2052-9538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Ophthalmology	Springer	SpringerLink		12886		1471-2415	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0
BMC Oral Health	Springer	SpringerLink		12903		1472-6831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Palliative Care	Springer	SpringerLink		12904		1472-684X	4	0	2	0	0	0	0	0	0	0	0	0	0	0	4
BMC Pediatrics	Springer	SpringerLink		12887		1471-2431	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0
BMC Pharmacology	Springer	SpringerLink		12869		1471-2210	19	5	13	1	0	0	6	0	0	0	0	0	12	0	0
BMC Pharmacology and Toxicology	Springer	SpringerLink		40360		2050-6511	4	0	4	0	0	1	1	0	0	0	0	0	2	0	0
BMC Physiology	Springer	SpringerLink		12899		1472-6793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Plant Biology	Springer	SpringerLink		12870		1471-2229	15	0	4	0	0	3	0	2	0	3	0	1	0	6	0
BMC Pregnancy and Childbirth	Springer	SpringerLink		12884		1471-2393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Proceedings	Springer	SpringerLink		12919		1753-6561	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
BMC Psychiatry	Springer	SpringerLink		12888		1471-244X	9	0	3	2	2	1	0	0	0	0	2	0	0	1	1
BMC Psychology	Springer	SpringerLink		40359		2050-7283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Public Health	Springer	SpringerLink		12889		1471-2458	21	1	8	1	0	5	0	1	0	5	3	3	0	3	0
BMC Pulmonary Medicine	Springer	SpringerLink		12890		1471-2466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Research Notes	Springer	SpringerLink		13104		1756-0500	15	1	4	1	2	0	0	9	2	1	0	0	0	0	0
BMC Sports Science, Medicine and Rehabilitation	Springer	SpringerLink		13102		2052-1847	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
BMC Structural Biology	Springer	SpringerLink		12900		1472-6807	11	1	3	1	2	2	0	0	0	2	0	0	0	3	1
BMC Surgery	Springer	SpringerLink		12893		1471-2482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Systems Biology	Springer	SpringerLink		12918		1752-0509	3	1	1	0	0	2	1	0	0	0	0	0	0	0	0
BMC Urology	Springer	SpringerLink		12894		1471-2490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMC Veterinary Research	Springer	SpringerLink		12917		1746-6148	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BMC Women's Health	Springer	SpringerLink		12905		1472-6874	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
BMSAP	Springer	SpringerLink	10.1007/13219.1777-5469	13219	0037-8984	1777-5469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT Technology Journal	Springer	SpringerLink		10550	1358-3948	1573-1995	20	0	13	3	0	3	0	1	0	0	6	0	1	3	3
Basic Research in Cardiology	Springer	SpringerLink	10.1007/395.1435-1803	395	0300-8428	1435-1803	63	2	45	11	4	7	5	6	6	2	1	4	8	7	2
Basic and Clinical Andrology	Springer	SpringerLink	10.1007/12610.1760-5377	12610	1166-2654	2051-4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baurechtliche Blätter	Springer	SpringerLink		738	1434-1832	1613-7612	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Behavior Analysis in Practice	Springer	SpringerLink		40617	1998-1929	2196-8934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Behavior Genetics	Springer	SpringerLink	10.1007/10519.1573-3297	10519	0001-8244	1573-3297	58	3	32	6	7	8	0	5	6	6	3	7	6	4	0
Behavior Research Methods	Springer	SpringerLink		13428		1554-3528	170	7	102	14	10	21	17	21	11	8	10	9	16	15	18
Behavioral Ecology and Sociobiology	Springer	SpringerLink	10.1007/265.1432-0762	265	0340-5443	1432-0762	494	26	241	26	28	24	54	39	28	28	44	27	71	75	50
Behavioral and Brain Functions	Springer	SpringerLink		12993		1744-9081	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Beiträge zur Algebra und Geometrie / Contributions to Algebra and Geometry	Springer	SpringerLink	10.1007/13366.2191-0383	13366	0138-4821	2191-0383	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Berliner Journal für Soziologie	Springer	SpringerLink	10.1007/11609.1862-2593	11609	0863-1808	1862-2593	92	4	56	11	4	4	16	7	11	2	8	8	7	9	5
Bijblijven	Springer	SpringerLink	10.1007/12414.1876-4916	12414	0168-9428	1876-4916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
